"Color","Id","Weight"
ff9e8c403e06398fb1d5c8956e10d927,b6216df03f1db50dc22490b9e4822cbf,566
ff9e8c403e06398fb1d5c8956e10d927,fcaab85eb40bdeb269330c19aae7cef4,47
ff9e8c403e06398fb1d5c8956e10d927,5a7b76e2e3dd78cf634112573fa008ba,45
ff9e8c403e06398fb1d5c8956e10d927,88524e381ea5eac30ffc696c4a9e96e8,44
ff9e8c403e06398fb1d5c8956e10d927,798828a1b210d5e38ca5f4164097fb30,41
ff9e8c403e06398fb1d5c8956e10d927,ccbb0e47811731bb208106ce467dd5a6,39
ff9e8c403e06398fb1d5c8956e10d927,2707a9668c47acc7c329baeaeb33dd2d,39
ff9e8c403e06398fb1d5c8956e10d927,8b5534c40f4e0a38586d092d2609dd2f,39
ff9e8c403e06398fb1d5c8956e10d927,e02580a7a6f93806b90d99b06a0d4a4f,39
ff9e8c403e06398fb1d5c8956e10d927,744dfc5b22b097568e559f2b404ac809,39
ff9e8c403e06398fb1d5c8956e10d927,74ca0af8e363b72f026a3ac935fc1560,37
ff9e8c403e06398fb1d5c8956e10d927,7e939dc1ecee80755cc8510b229e5eac,37
ff9e8c403e06398fb1d5c8956e10d927,c895d4b1135dd98055135a4768520379,37
ff9e8c403e06398fb1d5c8956e10d927,27b920661eb899360b8573b6cb1a6561,36
ff9e8c403e06398fb1d5c8956e10d927,1a4b3fe7ec479dca2d5d363c5714f61b,31
ff9e8c403e06398fb1d5c8956e10d927,e6042f37b6059d2d9b8cc6ba95986359,3
ff9e8c403e06398fb1d5c8956e10d927,8eb56f87910d210a85a3e0c78c073df8,3
a03941aac0289fa9a54ffca74aef895d,bd5daa10b99a4e24d5bdc4fb00bb0417,16594
a03941aac0289fa9a54ffca74aef895d,5946492bc7502906c7d2b721c6661901,9551
a03941aac0289fa9a54ffca74aef895d,a0659edc336275c3bdf6283d583cde02,7937
a03941aac0289fa9a54ffca74aef895d,ce5927fb18e31c4576fc2ced6b66a308,7380
a03941aac0289fa9a54ffca74aef895d,e08dc1592b982c8ece14bef990b903c6,6305
a03941aac0289fa9a54ffca74aef895d,60daf05a8e4e51b3d83cc65dbbcab941,6128
a03941aac0289fa9a54ffca74aef895d,7df1432066ceff72bc57dbcc9655ca35,6030
a03941aac0289fa9a54ffca74aef895d,809e6c7669efb50be160ef13891d101f,5978
a03941aac0289fa9a54ffca74aef895d,578a1a933cd370cc280d598e4b9018ec,5335
a03941aac0289fa9a54ffca74aef895d,805d489ffa992268ef235fe24ab35c06,4969
a03941aac0289fa9a54ffca74aef895d,1f1ad4c344af278d85583117ef128994,4517
a03941aac0289fa9a54ffca74aef895d,feb38cab9bdfd49001aa165799606acf,4338
a03941aac0289fa9a54ffca74aef895d,41b4618dbab5ae9049179f676b40576d,3397
a03941aac0289fa9a54ffca74aef895d,0629842093691736de9b9a5d494ea1ab,3282
a03941aac0289fa9a54ffca74aef895d,7665b8482426dec2f4897a2bc2a2951a,3156
a03941aac0289fa9a54ffca74aef895d,65f60e4d1fe9348c63af48af90565397,3025
a03941aac0289fa9a54ffca74aef895d,d08c1525ee50ba50b457b7ea8fd9c9cc,2747
a03941aac0289fa9a54ffca74aef895d,e25c79f41734b575acaf70f82c752605,2407
a03941aac0289fa9a54ffca74aef895d,8929a6f8b0b251bc31728676b45fa70f,2155
a03941aac0289fa9a54ffca74aef895d,92ae834151ccd7121e00272848e03b3a,2123
a03941aac0289fa9a54ffca74aef895d,09df34de99d6af7798bc246cf3b29f97,2029
a03941aac0289fa9a54ffca74aef895d,a171fb9463e5459f7045f399efd5b7aa,1996
a03941aac0289fa9a54ffca74aef895d,237a9d706ac56216d9aa0cf991ec82b8,1799
a03941aac0289fa9a54ffca74aef895d,6d3c2dacaad881da6d6758ff92aa0ce8,1596
a03941aac0289fa9a54ffca74aef895d,7333504c0bc0eced98f499c9783ebc13,1562
a03941aac0289fa9a54ffca74aef895d,1635677acc646b28a9523542a5302ad1,1545
a03941aac0289fa9a54ffca74aef895d,25baeee43e9036faf3918339f231c524,1436
a03941aac0289fa9a54ffca74aef895d,bc2a37547a481e437e427fc2cf18b44e,1422
a03941aac0289fa9a54ffca74aef895d,f1c42e9ad3f02a3d0ba411e1525e2255,1296
a03941aac0289fa9a54ffca74aef895d,5d0dd437b0f556d1a0ac2e71b43b45c7,1248
a03941aac0289fa9a54ffca74aef895d,b14f29b4eb5dfeb913803cb85c973995,1162
a03941aac0289fa9a54ffca74aef895d,4801671c649213705b606bae9a0a491b,1113
a03941aac0289fa9a54ffca74aef895d,6820d0d3f4ff6e0d58943243fcc45b36,1106
a03941aac0289fa9a54ffca74aef895d,1dbc3e906b0a01e86659549815ebbbf2,1086
a03941aac0289fa9a54ffca74aef895d,035b165dcf5179b253fb93d84a63cbfa,1072
a03941aac0289fa9a54ffca74aef895d,f81d91fcb2c00de6566b0fe5e5daea8d,984
a03941aac0289fa9a54ffca74aef895d,b3747b39368cb72e933e9ba68c1c3ca4,943
a03941aac0289fa9a54ffca74aef895d,65b6ac2aeb6f99d522284ebc73a61d34,904
a03941aac0289fa9a54ffca74aef895d,cc532c1bcf321ab1b7629fae964e6040,902
a03941aac0289fa9a54ffca74aef895d,18360bb94470d8450f3bfc6f45960542,868
a03941aac0289fa9a54ffca74aef895d,7b87d7fcce2295f04deda3512b8aff0c,839
a03941aac0289fa9a54ffca74aef895d,5aa2a8143bbb129cd5982c64a22efa21,829
a03941aac0289fa9a54ffca74aef895d,2d01f5644d6ce226257d51c1980572a2,820
a03941aac0289fa9a54ffca74aef895d,ae306386e3c271b1684f3c34792724a4,799
a03941aac0289fa9a54ffca74aef895d,785f6402536ceca3357d5a0dc0484494,799
a03941aac0289fa9a54ffca74aef895d,94f77fc1b946690a1c75cced989d44f1,751
a03941aac0289fa9a54ffca74aef895d,c0bca98a12ca5a13ac0a6067596d6024,724
a03941aac0289fa9a54ffca74aef895d,0bc90e14b572f34d61878e422613a6d2,712
a03941aac0289fa9a54ffca74aef895d,d43b3c54aad6858f5b21d68f95d60073,676
a03941aac0289fa9a54ffca74aef895d,8cdb90113aae207d5fd836bc24eb7348,668
a03941aac0289fa9a54ffca74aef895d,993e7d0861ec81c66fdc4a6ba73e250b,634
a03941aac0289fa9a54ffca74aef895d,2bff80ea5bcc275f5ebcbf3dedf23bc1,572
a03941aac0289fa9a54ffca74aef895d,180a34c9f35e6065ff33492652847657,568
a03941aac0289fa9a54ffca74aef895d,b03bc5f51cf4700998dae3094fc7c3d0,553
a03941aac0289fa9a54ffca74aef895d,05c67e1fb323f415e5e83f07bd07f141,549
a03941aac0289fa9a54ffca74aef895d,41341d7c35215098a9a8a967b9155408,542
a03941aac0289fa9a54ffca74aef895d,5d70d301f6be44cde1d9e48b99210fa5,528
a03941aac0289fa9a54ffca74aef895d,a892929e34a20de99c52ec5efbda6d41,511
a03941aac0289fa9a54ffca74aef895d,9ca6fef37eb2e7be6981271971b21baf,507
a03941aac0289fa9a54ffca74aef895d,0196dc48b6b912c9af65f53d38dd613b,499
a03941aac0289fa9a54ffca74aef895d,f85b1f2021512437465b69d2654c41bd,497
a03941aac0289fa9a54ffca74aef895d,cada892cd8eababb3b1fff7a1d1b9fad,486
a03941aac0289fa9a54ffca74aef895d,024dee23704c20067e4ee2700b639191,486
a03941aac0289fa9a54ffca74aef895d,0934a3fc5eddee385451e3314e466c06,476
a03941aac0289fa9a54ffca74aef895d,658641e5810101849e4a7d40de9f801e,473
a03941aac0289fa9a54ffca74aef895d,b6ed4de50dc94b3ac2a24ae824ed4ff5,466
a03941aac0289fa9a54ffca74aef895d,8ae036ae900452f1e6ccb9b1122a3d5f,420
a03941aac0289fa9a54ffca74aef895d,945458a91e9e89ae90ad425688566323,397
a03941aac0289fa9a54ffca74aef895d,cca4853ebf1285b5b9f3b61f733e449a,396
a03941aac0289fa9a54ffca74aef895d,df2a52dec7da91d9f68936aed1d460fd,374
a03941aac0289fa9a54ffca74aef895d,576d133f7960dcd36916ab90ce94fc1c,362
a03941aac0289fa9a54ffca74aef895d,c022f548a909a72d4ba9874e10de6767,356
a03941aac0289fa9a54ffca74aef895d,ce0d0c444dca2ce4762edc0925d74e30,340
a03941aac0289fa9a54ffca74aef895d,d0f435bd5a306283e23271f979a00dbe,333
a03941aac0289fa9a54ffca74aef895d,cd1497fb4631ac229dbe07ce6ac5961e,332
a03941aac0289fa9a54ffca74aef895d,0eb5d4f954ded71e1189cc4445b5be6e,329
a03941aac0289fa9a54ffca74aef895d,85ad1084b37ce2e8c1da9fc462105d0c,327
a03941aac0289fa9a54ffca74aef895d,81e0c541062cfa3a762bec075b272594,318
a03941aac0289fa9a54ffca74aef895d,de974fbaa4b399eb0e14afb59bf31055,316
a03941aac0289fa9a54ffca74aef895d,9f7b2b9e687f674b16fbed347c74c96d,301
a03941aac0289fa9a54ffca74aef895d,e6a46664a0d60a5f9735d3c7c86026b5,300
a03941aac0289fa9a54ffca74aef895d,511dbb6a1a0fb8764c409fd79e3d9274,299
a03941aac0289fa9a54ffca74aef895d,c379d7cfe727be16f00210979fccddbd,298
a03941aac0289fa9a54ffca74aef895d,cca080e45dd1f7d779ec9af861091d75,290
a03941aac0289fa9a54ffca74aef895d,04e7c96df5b993ec1f72b1e51a4d5795,287
a03941aac0289fa9a54ffca74aef895d,35361205d60985cdecb1127710755f1b,271
a03941aac0289fa9a54ffca74aef895d,23e07884af7639468cd7f07979953df7,242
a03941aac0289fa9a54ffca74aef895d,5013e54b2ed5ad8f0afb5ce32209ff4d,237
a03941aac0289fa9a54ffca74aef895d,fa99f1cfaa99f6e60c00430fd2b49576,237
a03941aac0289fa9a54ffca74aef895d,5815631020d86bff86b07b6b93cad092,236
a03941aac0289fa9a54ffca74aef895d,a769390705f714716772ca91089e21e5,210
a03941aac0289fa9a54ffca74aef895d,9e3c1835eb25f2b8397f38fdfad664d7,181
a03941aac0289fa9a54ffca74aef895d,ccff6e2d1b8194464ce69d5ee5415f72,177
a03941aac0289fa9a54ffca74aef895d,bbdf27c193201e5e09ab7591cf7e595a,177
a03941aac0289fa9a54ffca74aef895d,6ae0cbb62e58c13a1a722206145bf2dd,163
a03941aac0289fa9a54ffca74aef895d,5197650b0a83a27521389a80624b9296,162
a03941aac0289fa9a54ffca74aef895d,e5c48f339fff99b7cae7da4446bda25a,142
a03941aac0289fa9a54ffca74aef895d,e1df61e80e6efa62837eb9e0c39b22e8,130
a03941aac0289fa9a54ffca74aef895d,2f9dee6508200370980c322028bf1c5d,119
a03941aac0289fa9a54ffca74aef895d,48e265336e40d1a6e1f1a576f2c07ceb,118
a03941aac0289fa9a54ffca74aef895d,9eb1ace515761e9c798f2ab34dd2701d,112
a03941aac0289fa9a54ffca74aef895d,51f8718e543c30c46afce8cdc75c465f,96
a03941aac0289fa9a54ffca74aef895d,bd631779fbdc8239d5d9b354a09bf6ca,93
a03941aac0289fa9a54ffca74aef895d,6d30815165c92b6bfdd69dfcaeae8d8d,92
a03941aac0289fa9a54ffca74aef895d,eac7a3062b56d611588a7a3694b6096b,89
a03941aac0289fa9a54ffca74aef895d,0d666daebaa75ab836b83607f4f2ac92,87
a03941aac0289fa9a54ffca74aef895d,f33efdf0b19f09a25a59b7ff0c92e9a8,69
a03941aac0289fa9a54ffca74aef895d,27a7958f819ecd182e0b3ff2540e1890,64
a03941aac0289fa9a54ffca74aef895d,06cfb2027b9d93ae7f6afa694c0cf383,58
a03941aac0289fa9a54ffca74aef895d,d5f39f6b53650a32430d81c1f58973c5,56
a03941aac0289fa9a54ffca74aef895d,7c254370a34671393d5a2c87de324340,48
a03941aac0289fa9a54ffca74aef895d,e61ee6bb7c39937c6fd3b5c8462722b3,47
a03941aac0289fa9a54ffca74aef895d,0baa638998d43e48204dbf39d74593ee,42
a03941aac0289fa9a54ffca74aef895d,f99a87f1bec1cc89b66d78a746077165,36
a03941aac0289fa9a54ffca74aef895d,694053eb08017ab88b7c6580e009841a,30
a03941aac0289fa9a54ffca74aef895d,cd7c7165fab7685ce7f9d555aa304147,28
a03941aac0289fa9a54ffca74aef895d,f16fc0ea019336fe5a877a45b58fd2dc,26
a03941aac0289fa9a54ffca74aef895d,7dc128b877ecf6f6ee3414572c3f68dd,25
a03941aac0289fa9a54ffca74aef895d,275e67283bae9edbc61169fe7b18ca10,25
a03941aac0289fa9a54ffca74aef895d,5afda27dcab524ff0f86690e6e170020,22
a03941aac0289fa9a54ffca74aef895d,63b06110ee1b568011ecb29732f7dc94,21
a03941aac0289fa9a54ffca74aef895d,fbb88710973f9d9f281dad70631f5e36,15
a03941aac0289fa9a54ffca74aef895d,a8ba98971085bfc735a5b44aecaf62af,14
a03941aac0289fa9a54ffca74aef895d,b95a58d91149851c0eee08c052777bf2,13
a03941aac0289fa9a54ffca74aef895d,a8c6f21b4388e4530de83cf1dff13392,12
a03941aac0289fa9a54ffca74aef895d,efaecfa6766d25f315479505d9d79d7e,11
a03941aac0289fa9a54ffca74aef895d,d2ab76af4d0409dc6f15cbe5155b4748,10
a03941aac0289fa9a54ffca74aef895d,a5d95dcdf7d408cf0af14e8299198915,10
a03941aac0289fa9a54ffca74aef895d,bd38cdd0f9b3896112c7c0c4a6a4beab,9
a03941aac0289fa9a54ffca74aef895d,923a62e5d5237ab49308fa72db15a601,9
a03941aac0289fa9a54ffca74aef895d,788cfb9c0da34411025ce73a4b8eb1b1,9
a03941aac0289fa9a54ffca74aef895d,23b26102dff61f79189613a4a2516948,8
a03941aac0289fa9a54ffca74aef895d,e32302edabd111a14c75b3d111169a86,7
a03941aac0289fa9a54ffca74aef895d,9a068e4734d5aece81169a60f49d402d,6
a03941aac0289fa9a54ffca74aef895d,22fdbf0339ee9b773d00f82a7d77b97d,6
a03941aac0289fa9a54ffca74aef895d,8e1da7b25994ed8d675d3507c0ee6f6d,5
a03941aac0289fa9a54ffca74aef895d,dfe3fefd9e8279322e20cb07e2427498,4
a03941aac0289fa9a54ffca74aef895d,c49bb20c1bf2c06b2d49da65b70d43d7,3
a03941aac0289fa9a54ffca74aef895d,22d3794a9587a18a6b9743bd49969645,2
a03941aac0289fa9a54ffca74aef895d,a5266977061f858ebcfb9bee77e871cb,2
a03941aac0289fa9a54ffca74aef895d,f3a4aaf208c8b34d77f736da3f96c8a3,1
